rid,current_station,current_delay,date_of_service,final_delay
202410157657950,WEY,-1.0,2024-10-15,14.0
202410157657958,WEY,-1.0,2024-10-15,2.0
202410157657968,WEY,0.0,2024-10-15,27.0
202410157657978,WEY,0.0,2024-10-15,-2.0
202410157657988,WEY,0.0,2024-10-15,0.0
202410157658006,WEY,6.0,2024-10-15,6.0
202410157658036,WEY,-1.0,2024-10-15,6.0
202410157658046,WEY,-1.0,2024-10-15,18.0
202410157658056,WEY,0.0,2024-10-15,-1.0
202410157658066,WEY,-1.0,2024-10-15,5.0
202410157658076,WEY,-1.0,2024-10-15,7.0
202410157658086,WEY,-1.0,2024-10-15,17.0
202410157658096,WEY,-1.0,2024-10-15,35.0
202410157658106,WEY,-1.0,2024-10-15,7.0
202410157658116,WEY,1.0,2024-10-15,8.0
202410157658126,WEY,-1.0,2024-10-15,5.0
202410157658136,WEY,0.0,2024-10-15,-5.0
202410157658148,WEY,8.0,2024-10-15,0.0
202410157658164,WEY,0.0,2024-10-15,4.0
202410167657899,WEY,-1.0,2024-10-16,15.0
202410167657903,WEY,0.0,2024-10-16,23.0
202410167657908,WEY,1.0,2024-10-16,4.0
202410167657914,WEY,0.0,2024-10-16,2.0
202410167657922,WEY,0.0,2024-10-16,5.0
202410167657932,WEY,0.0,2024-10-16,-1.0
202410167657940,WEY,2.0,2024-10-16,5.0
202410167657950,WEY,-1.0,2024-10-16,2.0
202410167657958,WEY,-1.0,2024-10-16,4.0
202410167657968,WEY,0.0,2024-10-16,1.0
202410167657978,WEY,0.0,2024-10-16,-1.0
202410167657988,WEY,-1.0,2024-10-16,0.0
202410167658006,WEY,-1.0,2024-10-16,1.0
202410167658036,WEY,-1.0,2024-10-16,5.0
202410167658046,WEY,-1.0,2024-10-16,0.0
202410167658056,WEY,-1.0,2024-10-16,-1.0
202410167658066,WEY,1.0,2024-10-16,-1.0
202410167658076,WEY,-1.0,2024-10-16,1.0
202410167658086,WEY,-1.0,2024-10-16,0.0
202410167658096,WEY,-1.0,2024-10-16,3.0
202410167658106,WEY,0.0,2024-10-16,1.0
202410167658116,WEY,0.0,2024-10-16,5.0
202410167658126,WEY,-1.0,2024-10-16,2.0
202410167658136,WEY,0.0,2024-10-16,-9.0
202410167658148,WEY,0.0,2024-10-16,4.0
202410167658164,WEY,-1.0,2024-10-16,-1.0
202410177657899,WEY,0.0,2024-10-17,-1.0
202410177657903,WEY,-1.0,2024-10-17,3.0
202410177657908,WEY,-1.0,2024-10-17,19.0
202410177657914,WEY,-1.0,2024-10-17,-1.0
202410177657922,WEY,15.0,2024-10-17,-3.0
202410177657932,WEY,0.0,2024-10-17,-6.0
202410177657940,WEY,0.0,2024-10-17,0.0
202410177657950,WEY,-1.0,2024-10-17,-3.0
202410177657958,WEY,0.0,2024-10-17,-5.0
202410177657968,WEY,0.0,2024-10-17,-1.0
202410177657978,WEY,-1.0,2024-10-17,-2.0
202410177657988,WEY,-1.0,2024-10-17,-3.0
202410177658006,WEY,-1.0,2024-10-17,0.0
202410177658036,WEY,0.0,2024-10-17,1.0
202410177658046,WEY,-1.0,2024-10-17,2.0
202410177658056,WEY,-1.0,2024-10-17,12.0
202410177658066,WEY,2.0,2024-10-17,-1.0
202410177658076,WEY,7.0,2024-10-17,0.0
202410177658086,WEY,-1.0,2024-10-17,1.0
202410177658096,WEY,-1.0,2024-10-17,2.0
202410177658106,WEY,-1.0,2024-10-17,5.0
202410177658116,WEY,-1.0,2024-10-17,2.0
202410177658126,WEY,-1.0,2024-10-17,-2.0
202410177658136,WEY,-1.0,2024-10-17,-5.0
202410177658148,WEY,-1.0,2024-10-17,0.0
202410177658164,WEY,-1.0,2024-10-17,-3.0
202410187657899,WEY,-1.0,2024-10-18,-1.0
202410187657903,WEY,-1.0,2024-10-18,1.0
202410187657908,WEY,-1.0,2024-10-18,18.0
202410187657914,WEY,0.0,2024-10-18,-1.0
202410187657922,WEY,-1.0,2024-10-18,11.0
202410187657932,WEY,0.0,2024-10-18,-4.0
202410187657940,WEY,0.0,2024-10-18,-1.0
202410187657950,WEY,0.0,2024-10-18,-3.0
202410187657958,WEY,0.0,2024-10-18,6.0
202410187657968,WEY,0.0,2024-10-18,-1.0
202410187657978,WEY,-1.0,2024-10-18,7.0
202410187657988,WEY,-1.0,2024-10-18,-1.0
202410187658006,WEY,0.0,2024-10-18,3.0
202410187658036,WEY,-1.0,2024-10-18,0.0
202410187658046,WEY,0.0,2024-10-18,4.0
202410187658056,WEY,0.0,2024-10-18,0.0
202410187658066,WEY,2.0,2024-10-18,8.0
202410187658076,WEY,0.0,2024-10-18,5.0
202410187658086,WEY,0.0,2024-10-18,11.0
202410187658096,WEY,-1.0,2024-10-18,7.0
202410187658106,WEY,1.0,2024-10-18,2.0
202410187658116,WEY,-1.0,2024-10-18,4.0
202410187658126,WEY,0.0,2024-10-18,0.0
202410187658136,WEY,-1.0,2024-10-18,-5.0
202410187658147,WEY,-1.0,2024-10-18,5.0
202410187658163,WEY,-3.0,2024-10-18,10.0
202410217657899,WEY,-1.0,2024-10-21,2.0
202410217657903,WEY,1.0,2024-10-21,30.0
202410217657908,WEY,0.0,2024-10-21,33.0
202410217657914,WEY,0.0,2024-10-21,19.0
202410217657922,WEY,10.0,2024-10-21,17.0
202410217657932,WEY,0.0,2024-10-21,-3.0
202410217657940,WEY,0.0,2024-10-21,8.0
202410217657950,WEY,0.0,2024-10-21,9.0
202410217657958,WEY,0.0,2024-10-21,3.0
202410217657968,WEY,0.0,2024-10-21,6.0
202410217657978,WEY,0.0,2024-10-21,-2.0
202410217657988,WEY,-1.0,2024-10-21,0.0
202410217658006,WEY,-1.0,2024-10-21,4.0
202410217658036,WEY,-1.0,2024-10-21,18.0
202410217658046,WEY,-1.0,2024-10-21,33.0
202410217658056,WEY,-1.0,2024-10-21,15.0
202410217658066,WEY,6.0,2024-10-21,8.0
202410217658076,WEY,-3.0,2024-10-21,4.0
202410217658086,WEY,-1.0,2024-10-21,11.0
202410217658096,WEY,-1.0,2024-10-21,8.0
202410217658106,WEY,-1.0,2024-10-21,12.0
202410217658116,WEY,0.0,2024-10-21,14.0
202410217658126,WEY,-1.0,2024-10-21,6.0
202410217658136,WEY,-1.0,2024-10-21,0.0
202410217658148,WEY,-1.0,2024-10-21,1.0
202410217658164,WEY,7.0,2024-10-21,0.0
202410227657899,WEY,-1.0,2024-10-22,13.0
202410227657903,WEY,0.0,2024-10-22,3.0
202410227657908,WEY,-1.0,2024-10-22,-4.0
202410227657914,WEY,0.0,2024-10-22,-4.0
202410227657922,WEY,0.0,2024-10-22,3.0
202410227657932,WEY,0.0,2024-10-22,6.0
202410227657940,WEY,0.0,2024-10-22,5.0
202410227657950,WEY,-1.0,2024-10-22,1.0
202410227657958,WEY,0.0,2024-10-22,6.0
202410227657968,WEY,-1.0,2024-10-22,1.0
202410227657978,WEY,0.0,2024-10-22,-2.0
202410227657988,WEY,0.0,2024-10-22,0.0
202410227658006,WEY,-1.0,2024-10-22,-1.0
202410227658036,WEY,-1.0,2024-10-22,3.0
202410227658046,WEY,0.0,2024-10-22,3.0
202410227658056,WEY,-1.0,2024-10-22,2.0
202410227658066,WEY,0.0,2024-10-22,0.0
202410227658076,WEY,-1.0,2024-10-22,0.0
202410227658086,WEY,0.0,2024-10-22,17.0
202410227658096,WEY,-1.0,2024-10-22,1.0
202410227658106,WEY,-1.0,2024-10-22,5.0
202410227658116,WEY,-1.0,2024-10-22,1.0
202410227658126,WEY,-1.0,2024-10-22,1.0
202410227658136,WEY,0.0,2024-10-22,1.0
202410227658148,WEY,-1.0,2024-10-22,0.0
202410227658164,WEY,-1.0,2024-10-22,-2.0
202410237657899,WEY,0.0,2024-10-23,21.0
202410237657903,WEY,0.0,2024-10-23,23.0
202410237657908,WEY,0.0,2024-10-23,5.0
202410237657914,WEY,0.0,2024-10-23,-3.0
202410237657922,WEY,0.0,2024-10-23,16.0
202410237657932,WEY,0.0,2024-10-23,15.0
202410237657940,WEY,-1.0,2024-10-23,1.0
202410237657950,WEY,0.0,2024-10-23,7.0
202410237657958,WEY,0.0,2024-10-23,-3.0
202410237657968,WEY,0.0,2024-10-23,6.0
202410237657978,WEY,0.0,2024-10-23,-2.0
202410237657988,WEY,0.0,2024-10-23,0.0
202410237658006,WEY,0.0,2024-10-23,14.0
202410237658036,WEY,-1.0,2024-10-23,16.0
202410237658046,WEY,-1.0,2024-10-23,14.0
202410237658056,WEY,0.0,2024-10-23,4.0
202410237658066,WEY,-1.0,2024-10-23,5.0
202410237658076,WEY,0.0,2024-10-23,4.0
202410237658086,WEY,0.0,2024-10-23,15.0
202410237658096,WEY,-1.0,2024-10-23,13.0
202410237658106,WEY,-1.0,2024-10-23,5.0
202410237658116,WEY,12.0,2024-10-23,27.0
202410237658126,WEY,-1.0,2024-10-23,1.0
202410237658136,WEY,-1.0,2024-10-23,-4.0
202410237658148,WEY,-1.0,2024-10-23,0.0
202410237658164,WEY,15.0,2024-10-23,-1.0
202410247657899,WEY,-1.0,2024-10-24,-3.0
202410247657903,WEY,-2.0,2024-10-24,3.0
202410247657908,WEY,-1.0,2024-10-24,6.0
202410247657914,WEY,0.0,2024-10-24,5.0
202410247657922,WEY,0.0,2024-10-24,7.0
202410247657932,WEY,1.0,2024-10-24,0.0
202410247657940,WEY,0.0,2024-10-24,6.0
202410247657950,WEY,0.0,2024-10-24,4.0
202410247657958,WEY,-1.0,2024-10-24,2.0
202410247657968,WEY,0.0,2024-10-24,1.0
202410247657978,WEY,-1.0,2024-10-24,-1.0
202410247657988,WEY,-1.0,2024-10-24,
202410247658006,WEY,-1.0,2024-10-24,1.0
202410247658036,WEY,-1.0,2024-10-24,7.0
202410247658046,WEY,-1.0,2024-10-24,14.0
202410247658056,WEY,-1.0,2024-10-24,1.0
202410247658066,WEY,-1.0,2024-10-24,2.0
202410247658076,WEY,0.0,2024-10-24,2.0
202410247658086,WEY,-1.0,2024-10-24,-3.0
202410247658096,WEY,-1.0,2024-10-24,0.0
202410247658106,WEY,-1.0,2024-10-24,1.0
202410247658116,WEY,-1.0,2024-10-24,8.0
202410247658126,WEY,-1.0,2024-10-24,1.0
202410247658136,WEY,-1.0,2024-10-24,-7.0
202410247658148,WEY,-1.0,2024-10-24,1.0
202410247658164,WEY,0.0,2024-10-24,13.0
202410257657899,WEY,0.0,2024-10-25,1.0
202410257657903,WEY,0.0,2024-10-25,14.0
202410257657908,WEY,-1.0,2024-10-25,1.0
202410257657914,WEY,-1.0,2024-10-25,-5.0
202410257657922,WEY,-1.0,2024-10-25,7.0
202410257657932,WEY,1.0,2024-10-25,5.0
202410257657940,WEY,2.0,2024-10-25,5.0
202410257657950,WEY,0.0,2024-10-25,-1.0
202410257657958,WEY,0.0,2024-10-25,-4.0
202410257657968,WEY,-1.0,2024-10-25,6.0
202410257657978,WEY,-1.0,2024-10-25,-1.0
202410257657988,WEY,-1.0,2024-10-25,1.0
202410257658006,WEY,0.0,2024-10-25,1.0
202410257658036,WEY,-1.0,2024-10-25,2.0
202410257658046,WEY,-1.0,2024-10-25,13.0
202410257658056,WEY,-1.0,2024-10-25,8.0
202410257658066,WEY,-1.0,2024-10-25,8.0
202410257658076,WEY,6.0,2024-10-25,2.0
202410257658086,WEY,-1.0,2024-10-25,6.0
202410257658096,WEY,-1.0,2024-10-25,12.0
202410257658106,WEY,-1.0,2024-10-25,16.0
202410257658116,WEY,-1.0,2024-10-25,11.0
202410257658126,WEY,2.0,2024-10-25,9.0
202410257658136,WEY,-1.0,2024-10-25,-1.0
202410257658147,WEY,4.0,2024-10-25,19.0
202410257658163,WEY,0.0,2024-10-25,0.0
202410287657899,WEY,-1.0,2024-10-28,12.0
202410287657903,WEY,4.0,2024-10-28,8.0
202410287657908,WEY,-1.0,2024-10-28,-1.0
202410287657914,WEY,0.0,2024-10-28,1.0
202410287657922,WEY,-1.0,2024-10-28,3.0
202410287657932,WEY,0.0,2024-10-28,14.0
202410287657940,WEY,0.0,2024-10-28,35.0
202410287657950,WEY,0.0,2024-10-28,17.0
202410287657958,WEY,0.0,2024-10-28,7.0
202410287657968,WEY,-1.0,2024-10-28,0.0
202410287657978,WEY,-1.0,2024-10-28,0.0
202410287657988,WEY,-1.0,2024-10-28,-3.0
202410287658006,WEY,-1.0,2024-10-28,0.0
202410287658036,WEY,-1.0,2024-10-28,19.0
202410287658046,WEY,-1.0,2024-10-28,6.0
202410287658056,WEY,-1.0,2024-10-28,2.0
202410287658066,WEY,0.0,2024-10-28,12.0
202410287658076,WEY,1.0,2024-10-28,22.0
202410287658086,WEY,-1.0,2024-10-28,19.0
202410287658096,WEY,2.0,2024-10-28,27.0
202410287658106,WEY,-3.0,2024-10-28,27.0
202410287658116,WEY,-1.0,2024-10-28,3.0
202410287658126,WEY,-1.0,2024-10-28,14.0
202410287658136,WEY,12.0,2024-10-28,5.0
202410287658148,WEY,-1.0,2024-10-28,1.0
202410287658164,WEY,-1.0,2024-10-28,5.0
202410297657899,WEY,-1.0,2024-10-29,2.0
202410297657903,WEY,0.0,2024-10-29,12.0
202410297657908,WEY,-1.0,2024-10-29,2.0
202410297657914,WEY,-1.0,2024-10-29,-1.0
202410297657922,WEY,0.0,2024-10-29,10.0
202410297657932,WEY,0.0,2024-10-29,-4.0
202410297657940,WEY,0.0,2024-10-29,8.0
202410297657950,WEY,-1.0,2024-10-29,0.0
202410297657958,WEY,-1.0,2024-10-29,18.0
202410297657968,WEY,0.0,2024-10-29,6.0
202410297657978,WEY,0.0,2024-10-29,22.0
202410297657988,WEY,0.0,2024-10-29,-1.0
202410297658006,WEY,-1.0,2024-10-29,5.0
202410297658036,WEY,-1.0,2024-10-29,11.0
202410297658046,WEY,-1.0,2024-10-29,15.0
202410297658056,WEY,-1.0,2024-10-29,5.0
202410297658066,WEY,-1.0,2024-10-29,14.0
202410297658076,WEY,-1.0,2024-10-29,4.0
202410297658086,WEY,-1.0,2024-10-29,15.0
202410297658096,WEY,-2.0,2024-10-29,3.0
202410297658106,WEY,-1.0,2024-10-29,21.0
202410297658116,WEY,-1.0,2024-10-29,16.0
202410297658126,WEY,-1.0,2024-10-29,5.0
202410297658136,WEY,-1.0,2024-10-29,0.0
202410297658148,WEY,-1.0,2024-10-29,8.0
202410297658164,WEY,-1.0,2024-10-29,2.0
202410307657899,WEY,-1.0,2024-10-30,-1.0
202410307657903,WEY,0.0,2024-10-30,12.0
202410307657908,WEY,0.0,2024-10-30,1.0
202410307657914,WEY,-1.0,2024-10-30,-3.0
202410307657922,WEY,0.0,2024-10-30,-1.0
202410307657932,WEY,-1.0,2024-10-30,-4.0
202410307657940,WEY,3.0,2024-10-30,12.0
202410307657950,WEY,0.0,2024-10-30,5.0
202410307657958,WEY,0.0,2024-10-30,3.0
202410307657968,WEY,0.0,2024-10-30,2.0
202410307657978,WEY,0.0,2024-10-30,-1.0
202410307657988,WEY,4.0,2024-10-30,-1.0
202410307658006,WEY,0.0,2024-10-30,1.0
202410307658036,WEY,-1.0,2024-10-30,14.0
202410307658046,WEY,-1.0,2024-10-30,12.0
202410307658056,WEY,2.0,2024-10-30,-1.0
202410307658066,WEY,-1.0,2024-10-30,12.0
202410307658076,WEY,-1.0,2024-10-30,0.0
202410307658086,WEY,-1.0,2024-10-30,0.0
202410307658096,WEY,-1.0,2024-10-30,3.0
202410307658106,WEY,-1.0,2024-10-30,20.0
202410307658116,WEY,0.0,2024-10-30,7.0
202410307658126,WEY,3.0,2024-10-30,1.0
202410307658136,WEY,0.0,2024-10-30,-3.0
202410307658148,WEY,-1.0,2024-10-30,2.0
202410307658164,WEY,1.0,2024-10-30,3.0
202410317657899,WEY,0.0,2024-10-31,-1.0
202410317657903,WEY,1.0,2024-10-31,1.0
202410317657908,WEY,0.0,2024-10-31,17.0
202410317657914,WEY,-1.0,2024-10-31,6.0
202410317657922,WEY,-1.0,2024-10-31,3.0
202410317657932,WEY,-1.0,2024-10-31,2.0
202410317657940,WEY,-1.0,2024-10-31,5.0
202410317657950,WEY,0.0,2024-10-31,1.0
202410317657958,WEY,-1.0,2024-10-31,-1.0
202410317657968,WEY,0.0,2024-10-31,3.0
202410317657978,WEY,0.0,2024-10-31,5.0
202410317657988,WEY,-1.0,2024-10-31,1.0
202410317658006,WEY,-1.0,2024-10-31,0.0
202410317658036,WEY,-1.0,2024-10-31,1.0
202410317658046,WEY,-1.0,2024-10-31,20.0
202410317658056,WEY,1.0,2024-10-31,7.0
202410317658066,WEY,20.0,2024-10-31,21.0
202410317658076,WEY,-1.0,2024-10-31,1.0
202410317658086,WEY,1.0,2024-10-31,0.0
202410317658096,WEY,0.0,2024-10-31,3.0
202410317658106,WEY,0.0,2024-10-31,3.0
202410317658116,WEY,1.0,2024-10-31,2.0
202410317658126,WEY,-1.0,2024-10-31,0.0
202410317658136,WEY,-1.0,2024-10-31,-5.0
202410317658148,WEY,-1.0,2024-10-31,2.0
202410317658164,WEY,0.0,2024-10-31,-1.0
202411017657899,WEY,-1.0,2024-11-01,6.0
202411017657903,WEY,0.0,2024-11-01,2.0
202411017657908,WEY,0.0,2024-11-01,-1.0
202411017657914,WEY,0.0,2024-11-01,2.0
202411017657922,WEY,-1.0,2024-11-01,6.0
202411017657932,WEY,0.0,2024-11-01,-4.0
202411017657940,WEY,0.0,2024-11-01,5.0
202411017657950,WEY,0.0,2024-11-01,-1.0
202411017657958,WEY,-1.0,2024-11-01,10.0
202411017657968,WEY,0.0,2024-11-01,1.0
202411017657978,WEY,0.0,2024-11-01,0.0
202411017657988,WEY,-1.0,2024-11-01,14.0
202411017658006,WEY,2.0,2024-11-01,3.0
202411017658036,WEY,-1.0,2024-11-01,12.0
202411017658046,WEY,-1.0,2024-11-01,2.0
202411017658056,WEY,-1.0,2024-11-01,1.0
202411017658066,WEY,1.0,2024-11-01,10.0
202411017658076,WEY,-1.0,2024-11-01,-1.0
202411017658086,WEY,-1.0,2024-11-01,2.0
202411017658096,WEY,-1.0,2024-11-01,2.0
202411017658106,WEY,-1.0,2024-11-01,21.0
202411017658116,WEY,0.0,2024-11-01,7.0
202411017658126,WEY,1.0,2024-11-01,3.0
202411017658136,WEY,-1.0,2024-11-01,-5.0
202411017658147,WEY,0.0,2024-11-01,7.0
202411017658163,WEY,-1.0,2024-11-01,4.0
202411047657899,WEY,-1.0,2024-11-04,15.0
202411047657903,WEY,-1.0,2024-11-04,7.0
202411047657908,WEY,0.0,2024-11-04,-1.0
202411047657914,WEY,1.0,2024-11-04,
202411047657922,WEY,0.0,2024-11-04,1.0
202411047657932,WEY,0.0,2024-11-04,9.0
202411047657940,WEY,-1.0,2024-11-04,4.0
202411047657950,WEY,0.0,2024-11-04,3.0
202411047657958,WEY,0.0,2024-11-04,32.0
202411047657968,WEY,7.0,2024-11-04,-1.0
202411047657978,WEY,1.0,2024-11-04,-1.0
202411047657988,WEY,,2024-11-04,
202411047658006,WEY,3.0,2024-11-04,8.0
202411047658036,WEY,-1.0,2024-11-04,5.0
202411047658046,WEY,-1.0,2024-11-04,2.0
202411047658056,WEY,0.0,2024-11-04,-1.0
202411047658066,WEY,0.0,2024-11-04,15.0
202411047658076,WEY,0.0,2024-11-04,1.0
202411047658086,WEY,0.0,2024-11-04,10.0
202411047658096,WEY,-1.0,2024-11-04,20.0
202411047658106,WEY,,2024-11-04,
202411047658116,WEY,-1.0,2024-11-04,9.0
202411047658126,WEY,-1.0,2024-11-04,19.0
202411047658136,WEY,2.0,2024-11-04,-7.0
202411047658148,WEY,0.0,2024-11-04,8.0
202411047658164,WEY,-1.0,2024-11-04,22.0
202411057657899,WEY,-1.0,2024-11-05,-2.0
202411057657903,WEY,0.0,2024-11-05,3.0
202411057657908,WEY,2.0,2024-11-05,-1.0
202411057657914,WEY,-1.0,2024-11-05,14.0
202411057657922,WEY,-1.0,2024-11-05,2.0
202411057657932,WEY,0.0,2024-11-05,2.0
202411057657940,WEY,2.0,2024-11-05,10.0
202411057657950,WEY,0.0,2024-11-05,-4.0
202411057657958,WEY,0.0,2024-11-05,3.0
202411057657968,WEY,0.0,2024-11-05,2.0
202411057657978,WEY,1.0,2024-11-05,1.0
202411057657988,WEY,0.0,2024-11-05,0.0
202411057658006,WEY,0.0,2024-11-05,2.0
202411057658036,WEY,-1.0,2024-11-05,4.0
202411057658046,WEY,-1.0,2024-11-05,2.0
202411057658056,WEY,-1.0,2024-11-05,0.0
202411057658066,WEY,0.0,2024-11-05,29.0
202411057658076,WEY,0.0,2024-11-05,3.0
202411057658086,WEY,21.0,2024-11-05,15.0
202411057658096,WEY,-1.0,2024-11-05,9.0
202411057658106,WEY,-1.0,2024-11-05,-3.0
202411057658116,WEY,-1.0,2024-11-05,3.0
202411057658126,WEY,0.0,2024-11-05,1.0
202411057658136,WEY,2.0,2024-11-05,-2.0
202411057658148,WEY,-1.0,2024-11-05,1.0
202411057658164,WEY,3.0,2024-11-05,-1.0
202411067657899,WEY,0.0,2024-11-06,-3.0
202411067657903,WEY,2.0,2024-11-06,1.0
202411067657908,WEY,0.0,2024-11-06,-1.0
202411067657914,WEY,0.0,2024-11-06,2.0
202411067657922,WEY,0.0,2024-11-06,4.0
202411067657932,WEY,0.0,2024-11-06,-1.0
202411067657940,WEY,0.0,2024-11-06,2.0
202411067657950,WEY,-1.0,2024-11-06,0.0
202411067657958,WEY,-1.0,2024-11-06,4.0
202411067657968,WEY,0.0,2024-11-06,7.0
202411067657978,WEY,-1.0,2024-11-06,-1.0
202411067657988,WEY,0.0,2024-11-06,-3.0
202411067658006,WEY,0.0,2024-11-06,-1.0
202411067658036,WEY,-1.0,2024-11-06,8.0
202411067658046,WEY,-1.0,2024-11-06,11.0
202411067658056,WEY,0.0,2024-11-06,1.0
202411067658066,WEY,-1.0,2024-11-06,3.0
202411067658076,WEY,-1.0,2024-11-06,-2.0
202411067658086,WEY,-1.0,2024-11-06,0.0
202411067658096,WEY,-1.0,2024-11-06,9.0
202411067658106,WEY,-1.0,2024-11-06,19.0
202411067658116,WEY,-1.0,2024-11-06,2.0
202411067658126,WEY,-1.0,2024-11-06,13.0
202411067658136,WEY,0.0,2024-11-06,-7.0
202411067658148,WEY,0.0,2024-11-06,11.0
202411067658164,WEY,-1.0,2024-11-06,-1.0
202411077657899,WEY,-1.0,2024-11-07,-1.0
202411077657903,WEY,0.0,2024-11-07,5.0
202411077657908,WEY,-1.0,2024-11-07,-4.0
202411077657914,WEY,0.0,2024-11-07,-4.0
202411077657922,WEY,0.0,2024-11-07,4.0
202411077657932,WEY,0.0,2024-11-07,3.0
202411077657940,WEY,0.0,2024-11-07,0.0
202411077657950,WEY,0.0,2024-11-07,10.0
202411077657958,WEY,0.0,2024-11-07,-2.0
202411077657968,WEY,0.0,2024-11-07,-1.0
202411077657978,WEY,-1.0,2024-11-07,-1.0
202411077657988,WEY,-1.0,2024-11-07,-2.0
202411077658006,WEY,0.0,2024-11-07,1.0
202411077658036,WEY,-1.0,2024-11-07,16.0
202411077658046,WEY,-1.0,2024-11-07,2.0
202411077658056,WEY,-1.0,2024-11-07,0.0
202411077658066,WEY,0.0,2024-11-07,15.0
202411077658076,WEY,-1.0,2024-11-07,4.0
202411077658086,WEY,-1.0,2024-11-07,8.0
202411077658096,WEY,0.0,2024-11-07,6.0
202411077658106,WEY,-1.0,2024-11-07,2.0
202411077658116,WEY,-1.0,2024-11-07,6.0
202411077658126,WEY,-1.0,2024-11-07,1.0
202411077658136,WEY,-1.0,2024-11-07,-6.0
202411077658148,WEY,0.0,2024-11-07,1.0
202411077658164,WEY,0.0,2024-11-07,-1.0
202411087657899,WEY,-1.0,2024-11-08,-1.0
202411087657903,WEY,-1.0,2024-11-08,3.0
202411087657908,WEY,0.0,2024-11-08,3.0
202411087657914,WEY,0.0,2024-11-08,5.0
202411087657922,WEY,-1.0,2024-11-08,-3.0
202411087657932,WEY,0.0,2024-11-08,11.0
202411087657940,WEY,0.0,2024-11-08,3.0
202411087657950,WEY,0.0,2024-11-08,9.0
202411087657958,WEY,-1.0,2024-11-08,28.0
202411087657968,WEY,0.0,2024-11-08,10.0
202411087657978,WEY,4.0,2024-11-08,18.0
202411087657988,WEY,15.0,2024-11-08,23.0
202411087658006,WEY,-1.0,2024-11-08,-1.0
202411087658036,WEY,-1.0,2024-11-08,2.0
202411087658046,WEY,-1.0,2024-11-08,4.0
202411087658056,WEY,-1.0,2024-11-08,1.0
202411087658066,WEY,-1.0,2024-11-08,0.0
202411087658076,WEY,-1.0,2024-11-08,
202411087658086,WEY,-1.0,2024-11-08,2.0
202411087658096,WEY,-1.0,2024-11-08,6.0
202411087658106,WEY,-1.0,2024-11-08,8.0
202411087658116,WEY,-1.0,2024-11-08,18.0
202411087658126,WEY,-1.0,2024-11-08,3.0
202411087658136,WEY,3.0,2024-11-08,19.0
202411087658147,WEY,3.0,2024-11-08,1.0
202411087658163,WEY,5.0,2024-11-08,3.0
202411117657899,WEY,-1.0,2024-11-11,20.0
202411117657903,WEY,0.0,2024-11-11,8.0
202411117657908,WEY,1.0,2024-11-11,9.0
202411117657914,WEY,0.0,2024-11-11,-1.0
202411117657922,WEY,0.0,2024-11-11,0.0
202411117657932,WEY,0.0,2024-11-11,-2.0
202411117657940,WEY,0.0,2024-11-11,-1.0
202411117657950,WEY,0.0,2024-11-11,76.0
202411117657958,WEY,-1.0,2024-11-11,45.0
202411117657968,WEY,0.0,2024-11-11,19.0
202411117657978,WEY,0.0,2024-11-11,20.0
202411117657988,WEY,0.0,2024-11-11,21.0
202411117658006,WEY,-2.0,2024-11-11,-1.0
202411117658036,WEY,-1.0,2024-11-11,19.0
202411117658046,WEY,-1.0,2024-11-11,2.0
202411117658056,WEY,4.0,2024-11-11,3.0
202411117658066,WEY,-1.0,2024-11-11,1.0
202411117658076,WEY,0.0,2024-11-11,8.0
202411117658086,WEY,-1.0,2024-11-11,0.0
202411117658096,WEY,-1.0,2024-11-11,28.0
202411117658106,WEY,0.0,2024-11-11,64.0
202411117658116,WEY,-1.0,2024-11-11,36.0
202411117658126,WEY,-1.0,2024-11-11,2.0
202411117658136,WEY,-1.0,2024-11-11,15.0
202411117658148,WEY,-1.0,2024-11-11,4.0
202411117658164,WEY,-1.0,2024-11-11,-1391.0
202411127657899,WEY,0.0,2024-11-12,-1.0
202411127657903,WEY,3.0,2024-11-12,2.0
202411127657908,WEY,0.0,2024-11-12,-2.0
202411127657914,WEY,0.0,2024-11-12,13.0
202411127657922,WEY,0.0,2024-11-12,8.0
202411127657932,WEY,-1.0,2024-11-12,0.0
202411127657940,WEY,0.0,2024-11-12,0.0
202411127657950,WEY,0.0,2024-11-12,12.0
202411127657958,WEY,0.0,2024-11-12,8.0
202411127657968,WEY,0.0,2024-11-12,7.0
202411127657978,WEY,0.0,2024-11-12,7.0
202411127657988,WEY,0.0,2024-11-12,3.0
202411127658006,WEY,-1.0,2024-11-12,
202411127658036,WEY,0.0,2024-11-12,5.0
202411127658046,WEY,-1.0,2024-11-12,7.0
202411127658056,WEY,0.0,2024-11-12,2.0
202411127658066,WEY,3.0,2024-11-12,12.0
202411127658076,WEY,-1.0,2024-11-12,3.0
202411127658086,WEY,-1.0,2024-11-12,10.0
202411127658096,WEY,-1.0,2024-11-12,4.0
202411127658106,WEY,0.0,2024-11-12,8.0
202411127658116,WEY,0.0,2024-11-12,13.0
202411127658126,WEY,-1.0,2024-11-12,7.0
202411127658136,WEY,0.0,2024-11-12,11.0
202411127658148,WEY,1.0,2024-11-12,11.0
202411127658164,WEY,4.0,2024-11-12,8.0
202411137657899,WEY,-1.0,2024-11-13,4.0
202411137657903,WEY,1.0,2024-11-13,5.0
202411137657908,WEY,0.0,2024-11-13,-2.0
202411137657914,WEY,0.0,2024-11-13,6.0
202411137657922,WEY,-1.0,2024-11-13,12.0
