rid,current_station,current_delay,date_of_service,final_delay
202402268901152,WEY,-1.0,2024-02-26,4.0
202402268901157,WEY,-1.0,2024-02-26,2.0
202402268901162,WEY,0.0,2024-02-26,-2.0
202402268901167,WEY,-1.0,2024-02-26,0.0
202402268901172,WEY,-1.0,2024-02-26,7.0
202402268901182,WEY,0.0,2024-02-26,7.0
202402268901187,WEY,-1.0,2024-02-26,3.0
202402268901192,WEY,0.0,2024-02-26,10.0
202402268901197,WEY,-1.0,2024-02-26,-4.0
202402268901203,WEY,1.0,2024-02-26,-1.0
202402268901211,WEY,-1.0,2024-02-26,-1.0
202402277622346,WEY,5.0,2024-02-27,12.0
202402278901078,WEY,-1.0,2024-02-27,-1.0
202402278901080,WEY,0.0,2024-02-27,2.0
202402278901083,WEY,1.0,2024-02-27,-2.0
202402278901086,WEY,0.0,2024-02-27,46.0
202402278901090,WEY,0.0,2024-02-27,5.0
202402278901095,WEY,-1.0,2024-02-27,19.0
202402278901099,WEY,4.0,2024-02-27,-1.0
202402278901104,WEY,0.0,2024-02-27,-1.0
202402278901108,WEY,1.0,2024-02-27,-1.0
202402278901113,WEY,0.0,2024-02-27,1.0
202402278901118,WEY,0.0,2024-02-27,0.0
202402278901123,WEY,-1.0,2024-02-27,0.0
202402278901132,WEY,-1.0,2024-02-27,0.0
202402278901147,WEY,-1.0,2024-02-27,2.0
202402278901152,WEY,-1.0,2024-02-27,0.0
202402278901157,WEY,-1.0,2024-02-27,4.0
202402278901162,WEY,-1.0,2024-02-27,2.0
202402278901167,WEY,-1.0,2024-02-27,3.0
202402278901172,WEY,-1.0,2024-02-27,1.0
202402278901182,WEY,3.0,2024-02-27,1.0
202402278901187,WEY,0.0,2024-02-27,1.0
202402278901192,WEY,-1.0,2024-02-27,0.0
202402278901197,WEY,-1.0,2024-02-27,-6.0
202402278901203,WEY,-1.0,2024-02-27,-1.0
202402278901211,WEY,1.0,2024-02-27,-2.0
202402287622346,WEY,-1.0,2024-02-28,4.0
202402288901078,WEY,-1.0,2024-02-28,-1.0
202402288901080,WEY,0.0,2024-02-28,1.0
202402288901083,WEY,-1.0,2024-02-28,0.0
202402288901086,WEY,0.0,2024-02-28,-1.0
202402288901090,WEY,0.0,2024-02-28,-2.0
202402288901095,WEY,-1.0,2024-02-28,-1.0
202402288901099,WEY,0.0,2024-02-28,-1.0
202402288901104,WEY,0.0,2024-02-28,0.0
202402288901108,WEY,0.0,2024-02-28,-1.0
202402288901113,WEY,-1.0,2024-02-28,-1.0
202402288901118,WEY,0.0,2024-02-28,
202402288901123,WEY,-1.0,2024-02-28,7.0
202402288901132,WEY,-1.0,2024-02-28,-1.0
202402288901147,WEY,-1.0,2024-02-28,1.0
202402288901152,WEY,-1.0,2024-02-28,2.0
202402288901157,WEY,-1.0,2024-02-28,1.0
202402288901162,WEY,-1.0,2024-02-28,0.0
202402288901167,WEY,-1.0,2024-02-28,1.0
202402288901172,WEY,0.0,2024-02-28,0.0
202402288901182,WEY,-1.0,2024-02-28,3.0
202402288901187,WEY,-1.0,2024-02-28,6.0
202402288901192,WEY,-1.0,2024-02-28,5.0
202402288901197,WEY,-1.0,2024-02-28,22.0
202402288901203,WEY,-1.0,2024-02-28,9.0
202402288901211,WEY,0.0,2024-02-28,0.0
202402297622346,WEY,-1.0,2024-02-29,-1.0
202402298901078,WEY,0.0,2024-02-29,7.0
202402298901080,WEY,0.0,2024-02-29,12.0
202402298901083,WEY,0.0,2024-02-29,2.0
202402298901086,WEY,0.0,2024-02-29,3.0
202402298901090,WEY,0.0,2024-02-29,1.0
202402298901095,WEY,38.0,2024-02-29,29.0
202402298901099,WEY,-1.0,2024-02-29,1.0
202402298901104,WEY,0.0,2024-02-29,-1.0
202402298901108,WEY,-1.0,2024-02-29,3.0
202402298901113,WEY,0.0,2024-02-29,0.0
202402298901118,WEY,-1.0,2024-02-29,-1.0
202402298901123,WEY,0.0,2024-02-29,-1.0
202402298901132,WEY,-1.0,2024-02-29,0.0
202402298901147,WEY,-1.0,2024-02-29,1.0
202402298901152,WEY,-1.0,2024-02-29,4.0
202402298901157,WEY,-1.0,2024-02-29,4.0
202402298901162,WEY,-1.0,2024-02-29,6.0
202402298901167,WEY,-2.0,2024-02-29,8.0
202402298901172,WEY,0.0,2024-02-29,7.0
202402298901182,WEY,-1.0,2024-02-29,2.0
202402298901187,WEY,-1.0,2024-02-29,5.0
202402298901192,WEY,-1.0,2024-02-29,0.0
202402298901197,WEY,0.0,2024-02-29,-4.0
202402298901203,WEY,-1.0,2024-02-29,-1.0
202402298901211,WEY,1.0,2024-02-29,-3.0
202403017622346,WEY,-1.0,2024-03-01,3.0
202403018901078,WEY,0.0,2024-03-01,-1.0
202403018901080,WEY,0.0,2024-03-01,2.0
202403018901083,WEY,-1.0,2024-03-01,-1.0
202403018901086,WEY,0.0,2024-03-01,1.0
202403018901090,WEY,9.0,2024-03-01,-2.0
202403018901095,WEY,0.0,2024-03-01,0.0
202403018901099,WEY,0.0,2024-03-01,15.0
202403018901104,WEY,-1.0,2024-03-01,-1.0
202403018901108,WEY,0.0,2024-03-01,-1.0
202403018901113,WEY,-1.0,2024-03-01,-1.0
202403018901118,WEY,-1.0,2024-03-01,2.0
202403018901123,WEY,-1.0,2024-03-01,3.0
202403018901131,WEY,-1.0,2024-03-01,3.0
202403018901147,WEY,-1.0,2024-03-01,3.0
202403018901152,WEY,-1.0,2024-03-01,5.0
202403018901157,WEY,-1.0,2024-03-01,6.0
202403018901162,WEY,-1.0,2024-03-01,-1.0
202403018901167,WEY,-1.0,2024-03-01,6.0
202403018901172,WEY,-1.0,2024-03-01,1.0
202403018901182,WEY,-1.0,2024-03-01,4.0
202403018901187,WEY,-1.0,2024-03-01,4.0
202403018901192,WEY,-1.0,2024-03-01,0.0
202403018901197,WEY,4.0,2024-03-01,-5.0
202403018901202,WEY,-1.0,2024-03-01,0.0
202403018901210,WEY,0.0,2024-03-01,-1.0
202403027622389,WEY,-1.0,2024-03-02,-8.0
202403028901079,WEY,0.0,2024-03-02,2.0
202403028901081,WEY,0.0,2024-03-02,4.0
202403028901084,WEY,-1.0,2024-03-02,0.0
202403028901087,WEY,2.0,2024-03-02,4.0
202403028901091,WEY,0.0,2024-03-02,3.0
202403028901096,WEY,1.0,2024-03-02,2.0
202403028901100,WEY,0.0,2024-03-02,2.0
202403028901105,WEY,-1.0,2024-03-02,-1.0
202403028901109,WEY,0.0,2024-03-02,2.0
202403028901114,WEY,0.0,2024-03-02,1.0
202403028901119,WEY,0.0,2024-03-02,4.0
202403028901124,WEY,0.0,2024-03-02,4.0
202403028901141,WEY,-1.0,2024-03-02,-2.0
202403028901143,WEY,0.0,2024-03-02,2.0
202403028901148,WEY,-1.0,2024-03-02,5.0
202403028901153,WEY,-1.0,2024-03-02,3.0
202403028901158,WEY,-1.0,2024-03-02,-4.0
202403028901163,WEY,0.0,2024-03-02,-2.0
202403028901168,WEY,2.0,2024-03-02,0.0
202403028901173,WEY,1.0,2024-03-02,1.0
202403028901178,WEY,-1.0,2024-03-02,-1.0
202403028901183,WEY,-1.0,2024-03-02,-4.0
202403028901188,WEY,-1.0,2024-03-02,-1.0
202403028901193,WEY,-1.0,2024-03-02,-2.0
202403028901198,WEY,-1.0,2024-03-02,-5.0
202403028901204,WEY,0.0,2024-03-02,-4.0
202403028901212,WEY,-1.0,2024-03-02,3.0
202403028901229,WEY,0.0,2024-03-02,-6.0
202403028901231,WEY,-1.0,2024-03-02,8.0
202403038901115,WEY,0.0,2024-03-03,-1.0
202403038901125,WEY,-1.0,2024-03-03,1.0
202403038901133,WEY,-1.0,2024-03-03,7.0
202403038901137,WEY,-1.0,2024-03-03,4.0
202403038901139,WEY,0.0,2024-03-03,-3.0
202403038901142,WEY,-1.0,2024-03-03,3.0
202403038901149,WEY,-1.0,2024-03-03,-1.0
202403038901159,WEY,-1.0,2024-03-03,1.0
202403038901169,WEY,0.0,2024-03-03,26.0
202403038901179,WEY,-1.0,2024-03-03,0.0
202403038901189,WEY,-1.0,2024-03-03,5.0
202403038901199,WEY,-1.0,2024-03-03,2.0
202403038901207,WEY,-1.0,2024-03-03,-3.0
202403038901215,WEY,-1.0,2024-03-03,-1.0
202403047622346,WEY,,2024-03-04,
202403048901078,WEY,-1.0,2024-03-04,
202403048901080,WEY,20.0,2024-03-04,
202403048901083,WEY,29.0,2024-03-04,
202403048901086,WEY,1.0,2024-03-04,
202403048901090,WEY,,2024-03-04,
202403048901095,WEY,,2024-03-04,
202403048901099,WEY,,2024-03-04,
202403048901104,WEY,,2024-03-04,
202403048901108,WEY,1.0,2024-03-04,
202403048901113,WEY,,2024-03-04,
202403048901118,WEY,2.0,2024-03-04,
202403048901123,WEY,3.0,2024-03-04,
202403048901132,WEY,,2024-03-04,
202403048901147,WEY,4.0,2024-03-04,
202403048901152,WEY,11.0,2024-03-04,
202403048901157,WEY,3.0,2024-03-04,59.0
202403048901162,WEY,3.0,2024-03-04,
202403048901167,WEY,,2024-03-04,
202403048901172,WEY,,2024-03-04,
202403048901182,WEY,,2024-03-04,
202403048901187,WEY,5.0,2024-03-04,
202403048901192,WEY,,2024-03-04,
202403048901197,WEY,-1.0,2024-03-04,
202403048901203,WEY,,2024-03-04,
202403048901211,WEY,,2024-03-04,
202403057622346,WEY,-1.0,2024-03-05,1.0
202403058901078,WEY,-1.0,2024-03-05,7.0
202403058901080,WEY,2.0,2024-03-05,2.0
202403058901090,WEY,5.0,2024-03-05,1.0
202403058901095,WEY,2.0,2024-03-05,2.0
202403058901099,WEY,5.0,2024-03-05,16.0
202403058901104,WEY,2.0,2024-03-05,-1.0
202403058901108,WEY,0.0,2024-03-05,1.0
202403058901113,WEY,0.0,2024-03-05,1.0
202403058901118,WEY,-1.0,2024-03-05,-3.0
202403058901123,WEY,-1.0,2024-03-05,-2.0
202403058901132,WEY,1.0,2024-03-05,1.0
202403058901147,WEY,0.0,2024-03-05,4.0
202403058901167,WEY,-1.0,2024-03-05,4.0
202403058901172,WEY,0.0,2024-03-05,-1.0
202403058901182,WEY,-1.0,2024-03-05,2.0
202403058901187,WEY,-1.0,2024-03-05,1.0
202403058901192,WEY,0.0,2024-03-05,0.0
202403058901197,WEY,-1.0,2024-03-05,-3.0
202403058901203,WEY,-1.0,2024-03-05,-1.0
202403058901211,WEY,-9.0,2024-03-05,2.0
202403067622346,WEY,-1.0,2024-03-06,1.0
202403068901078,WEY,-1.0,2024-03-06,-1.0
202403068901080,WEY,1.0,2024-03-06,-1.0
202403068901083,WEY,0.0,2024-03-06,-1.0
202403068901086,WEY,-1.0,2024-03-06,-4.0
202403068901090,WEY,-1.0,2024-03-06,1.0
202403068901095,WEY,0.0,2024-03-06,2.0
202403068901099,WEY,0.0,2024-03-06,-1.0
202403068901104,WEY,-1.0,2024-03-06,-4.0
202403068901108,WEY,-1.0,2024-03-06,2.0
202403068901113,WEY,-1.0,2024-03-06,1.0
202403068901118,WEY,0.0,2024-03-06,1.0
202403068901123,WEY,-1.0,2024-03-06,-3.0
202403068901132,WEY,-1.0,2024-03-06,0.0
202403068901147,WEY,-1.0,2024-03-06,3.0
202403068901152,WEY,-1.0,2024-03-06,1.0
202403068901157,WEY,-1.0,2024-03-06,1.0
202403068901162,WEY,0.0,2024-03-06,1.0
202403068901167,WEY,-1.0,2024-03-06,1.0
202403068901172,WEY,-1.0,2024-03-06,1.0
202403068901182,WEY,-1.0,2024-03-06,1.0
202403068901187,WEY,-1.0,2024-03-06,0.0
202403068901192,WEY,-1.0,2024-03-06,-1.0
202403068901197,WEY,0.0,2024-03-06,-5.0
202403068901203,WEY,-1.0,2024-03-06,-2.0
202403068901211,WEY,-1.0,2024-03-06,-3.0
202403077622346,WEY,-1.0,2024-03-07,-1.0
202403078901078,WEY,-1.0,2024-03-07,-1.0
202403078901080,WEY,0.0,2024-03-07,29.0
202403078901083,WEY,-1.0,2024-03-07,11.0
202403078901086,WEY,,2024-03-07,
202403078901090,WEY,-1.0,2024-03-07,0.0
202403078901095,WEY,-1.0,2024-03-07,-2.0
202403078901099,WEY,0.0,2024-03-07,-1.0
202403078901104,WEY,0.0,2024-03-07,1.0
202403078901108,WEY,-1.0,2024-03-07,21.0
202403078901113,WEY,0.0,2024-03-07,0.0
202403078901118,WEY,0.0,2024-03-07,-2.0
202403078901123,WEY,0.0,2024-03-07,-4.0
202403078901132,WEY,0.0,2024-03-07,1.0
202403078901147,WEY,-1.0,2024-03-07,0.0
202403078901152,WEY,-1.0,2024-03-07,12.0
202403078901157,WEY,-1.0,2024-03-07,12.0
202403078901162,WEY,2.0,2024-03-07,12.0
202403078901167,WEY,-1.0,2024-03-07,1.0
202403078901172,WEY,-1.0,2024-03-07,-1.0
202403078901182,WEY,-1.0,2024-03-07,1.0
202403078901187,WEY,-1.0,2024-03-07,3.0
202403078901192,WEY,-1.0,2024-03-07,-1.0
202403078901197,WEY,-1.0,2024-03-07,-6.0
202403078901203,WEY,-1.0,2024-03-07,-2.0
202403078901211,WEY,-1.0,2024-03-07,-1.0
202403087622346,WEY,-1.0,2024-03-08,0.0
202403088901078,WEY,-1.0,2024-03-08,1.0
202403088901080,WEY,0.0,2024-03-08,-1.0
202403088901083,WEY,0.0,2024-03-08,-2.0
202403088901086,WEY,0.0,2024-03-08,-1.0
202403088901090,WEY,0.0,2024-03-08,2.0
202403088901095,WEY,-1.0,2024-03-08,4.0
202403088901099,WEY,0.0,2024-03-08,17.0
202403088901104,WEY,0.0,2024-03-08,11.0
202403088901108,WEY,0.0,2024-03-08,4.0
202403088901113,WEY,0.0,2024-03-08,-1.0
202403088901118,WEY,-1.0,2024-03-08,-2.0
202403088901123,WEY,-1.0,2024-03-08,1.0
202403088901131,WEY,0.0,2024-03-08,2.0
202403088901147,WEY,-1.0,2024-03-08,2.0
202403088901152,WEY,0.0,2024-03-08,0.0
202403088901157,WEY,0.0,2024-03-08,-2.0
202403088901162,WEY,-1.0,2024-03-08,0.0
202403088901167,WEY,-1.0,2024-03-08,0.0
202403088901172,WEY,-1.0,2024-03-08,-1.0
202403088901182,WEY,-1.0,2024-03-08,6.0
202403088901187,WEY,0.0,2024-03-08,7.0
202403088901192,WEY,0.0,2024-03-08,-2.0
202403088901197,WEY,-1.0,2024-03-08,-6.0
202403088901202,WEY,0.0,2024-03-08,2.0
202403088901210,WEY,0.0,2024-03-08,4.0
202403117622346,WEY,1.0,2024-03-11,3.0
202403118901078,WEY,-1.0,2024-03-11,3.0
202403118901080,WEY,0.0,2024-03-11,1.0
202403118901083,WEY,0.0,2024-03-11,2.0
202403118901086,WEY,0.0,2024-03-11,2.0
202403118901090,WEY,-1.0,2024-03-11,0.0
202403118901095,WEY,-1.0,2024-03-11,-2.0
202403118901099,WEY,1.0,2024-03-11,0.0
202403118901104,WEY,-1.0,2024-03-11,2.0
202403118901108,WEY,0.0,2024-03-11,2.0
202403118901113,WEY,-1.0,2024-03-11,3.0
202403118901118,WEY,0.0,2024-03-11,0.0
202403118901123,WEY,-1.0,2024-03-11,-3.0
202403118901132,WEY,-1.0,2024-03-11,-1.0
202403118901147,WEY,-1.0,2024-03-11,13.0
202403118901152,WEY,-1.0,2024-03-11,3.0
202403118901157,WEY,-1.0,2024-03-11,2.0
202403118901162,WEY,2.0,2024-03-11,6.0
202403118901167,WEY,-1.0,2024-03-11,5.0
202403118901172,WEY,-1.0,2024-03-11,-1.0
202403118901182,WEY,-1.0,2024-03-11,4.0
202403118901187,WEY,-1.0,2024-03-11,5.0
202403118901192,WEY,-1.0,2024-03-11,-1.0
202403118901197,WEY,1.0,2024-03-11,-4.0
202403118901203,WEY,-1.0,2024-03-11,0.0
202403118901211,WEY,1.0,2024-03-11,-3.0
202403127622346,WEY,-1.0,2024-03-12,0.0
202403128901078,WEY,-1.0,2024-03-12,2.0
202403128901080,WEY,0.0,2024-03-12,1.0
202403128901083,WEY,1.0,2024-03-12,18.0
202403128901086,WEY,-1.0,2024-03-12,-1.0
202403128901090,WEY,0.0,2024-03-12,3.0
202403128901095,WEY,0.0,2024-03-12,-2.0
202403128901099,WEY,1.0,2024-03-12,-1.0
202403128901104,WEY,5.0,2024-03-12,-2.0
202403128901108,WEY,0.0,2024-03-12,11.0
202403128901113,WEY,-1.0,2024-03-12,0.0
202403128901118,WEY,0.0,2024-03-12,-2.0
202403128901123,WEY,-1.0,2024-03-12,3.0
202403128901132,WEY,-1.0,2024-03-12,0.0
202403128901147,WEY,-1.0,2024-03-12,4.0
202403128901152,WEY,0.0,2024-03-12,18.0
202403128901157,WEY,0.0,2024-03-12,5.0
202403128901162,WEY,0.0,2024-03-12,0.0
202403128901167,WEY,-1.0,2024-03-12,0.0
202403128901172,WEY,-1.0,2024-03-12,0.0
202403128901182,WEY,-1.0,2024-03-12,3.0
202403128901187,WEY,-1.0,2024-03-12,0.0
202403128901192,WEY,-1.0,2024-03-12,-2.0
202403128901197,WEY,-1.0,2024-03-12,-6.0
202403128901203,WEY,-1.0,2024-03-12,-1.0
202403128901211,WEY,0.0,2024-03-12,-3.0
202403137622346,WEY,-1.0,2024-03-13,-1.0
202403138901078,WEY,0.0,2024-03-13,-1.0
202403138901080,WEY,0.0,2024-03-13,-2.0
202403138901083,WEY,0.0,2024-03-13,-1.0
202403138901086,WEY,-1.0,2024-03-13,7.0
202403138901090,WEY,0.0,2024-03-13,1.0
202403138901095,WEY,0.0,2024-03-13,11.0
202403138901099,WEY,0.0,2024-03-13,-1.0
202403138901104,WEY,0.0,2024-03-13,10.0
202403138901108,WEY,0.0,2024-03-13,1.0
202403138901113,WEY,0.0,2024-03-13,3.0
202403138901118,WEY,-1.0,2024-03-13,16.0
202403138901123,WEY,0.0,2024-03-13,-1.0
202403138901132,WEY,3.0,2024-03-13,3.0
202403138901147,WEY,-1.0,2024-03-13,2.0
202403138901152,WEY,-1.0,2024-03-13,3.0
202403138901157,WEY,-1.0,2024-03-13,13.0
202403138901162,WEY,-1.0,2024-03-13,15.0
202403138901167,WEY,-1.0,2024-03-13,7.0
202403138901172,WEY,-1.0,2024-03-13,2.0
202403138901182,WEY,-1.0,2024-03-13,1.0
202403138901187,WEY,-1.0,2024-03-13,2.0
202403138901192,WEY,-1.0,2024-03-13,3.0
202403138901197,WEY,2.0,2024-03-13,-2.0
202403138901203,WEY,-1.0,2024-03-13,-2.0
202403138901211,WEY,0.0,2024-03-13,-1.0
202403147622346,WEY,-1.0,2024-03-14,-1.0
202403148901080,WEY,0.0,2024-03-14,16.0
202403148901083,WEY,-1.0,2024-03-14,11.0
202403148901086,WEY,-1.0,2024-03-14,1.0
202403148901090,WEY,-1.0,2024-03-14,13.0
202403148901095,WEY,-1.0,2024-03-14,-1.0
202403148901099,WEY,-1.0,2024-03-14,-1.0
202403148901104,WEY,0.0,2024-03-14,-3.0
202403148901108,WEY,-1.0,2024-03-14,-2.0
202403148901113,WEY,0.0,2024-03-14,1.0
202403148901118,WEY,0.0,2024-03-14,-1.0
202403148901123,WEY,-1.0,2024-03-14,-2.0
202403148901132,WEY,2.0,2024-03-14,3.0
202403148901147,WEY,-1.0,2024-03-14,2.0
202403148901152,WEY,-1.0,2024-03-14,8.0
202403148901157,WEY,-1.0,2024-03-14,4.0
202403148901162,WEY,-1.0,2024-03-14,13.0
202403148901167,WEY,-1.0,2024-03-14,0.0
202403148901172,WEY,1.0,2024-03-14,0.0
202403148901182,WEY,-1.0,2024-03-14,2.0
202403148901187,WEY,-1.0,2024-03-14,0.0
202403148901192,WEY,-1.0,2024-03-14,-1.0
202403148901197,WEY,-1.0,2024-03-14,-5.0
202403148901203,WEY,0.0,2024-03-14,0.0
202403148901211,WEY,1.0,2024-03-14,-3.0
202403157622346,WEY,-1.0,2024-03-15,0.0
202403158901078,WEY,-1.0,2024-03-15,-2.0
202403158901080,WEY,0.0,2024-03-15,-3.0
202403158901083,WEY,0.0,2024-03-15,-2.0
202403158901086,WEY,0.0,2024-03-15,-2.0
202403158901090,WEY,-1.0,2024-03-15,2.0
202403158901095,WEY,0.0,2024-03-15,1.0
202403158901099,WEY,-1.0,2024-03-15,4.0
202403158901104,WEY,0.0,2024-03-15,-3.0
202403158901108,WEY,0.0,2024-03-15,-1.0
202403158901113,WEY,-1.0,2024-03-15,4.0
202403158901118,WEY,-1.0,2024-03-15,0.0
202403158901123,WEY,-1.0,2024-03-15,-1.0
202403158901131,WEY,-1.0,2024-03-15,0.0
202403158901147,WEY,-1.0,2024-03-15,1.0
202403158901152,WEY,-1.0,2024-03-15,1.0
202403158901157,WEY,-1.0,2024-03-15,0.0
202403158901162,WEY,-1.0,2024-03-15,1.0
202403158901167,WEY,-1.0,2024-03-15,3.0
202403158901172,WEY,-1.0,2024-03-15,0.0
202403158901182,WEY,-1.0,2024-03-15,4.0
202403158901187,WEY,-1.0,2024-03-15,3.0
202403158901192,WEY,-1.0,2024-03-15,-3.0
202403158901197,WEY,0.0,2024-03-15,-5.0
202403158901202,WEY,-1.0,2024-03-15,0.0
202403158901210,WEY,0.0,2024-03-15,-3.0
202403167622389,WEY,-1.0,2024-03-16,-2.0
202403168901079,WEY,0.0,2024-03-16,1.0
202403168901081,WEY,0.0,2024-03-16,2.0
202403168901084,WEY,0.0,2024-03-16,-3.0
202403168901087,WEY,0.0,2024-03-16,1.0
202403168901091,WEY,0.0,2024-03-16,-1.0
202403168901096,WEY,0.0,2024-03-16,-1.0
202403168901100,WEY,0.0,2024-03-16,2.0
202403168901105,WEY,1.0,2024-03-16,1.0
202403168901109,WEY,1.0,2024-03-16,0.0
202403168901114,WEY,-1.0,2024-03-16,1.0
202403168901119,WEY,0.0,2024-03-16,-1.0
202403168901124,WEY,-1.0,2024-03-16,-1.0
202403168901141,WEY,-1.0,2024-03-16,3.0
202403168901143,WEY,0.0,2024-03-16,8.0
202403168901148,WEY,-1.0,2024-03-16,2.0
202403168901153,WEY,-1.0,2024-03-16,-1.0
202403168901158,WEY,0.0,2024-03-16,0.0
202403168901163,WEY,-1.0,2024-03-16,1.0
202403168901168,WEY,0.0,2024-03-16,1.0
202403168901173,WEY,0.0,2024-03-16,1.0
202403168901178,WEY,0.0,2024-03-16,0.0
202403168901183,WEY,0.0,2024-03-16,2.0
202403168901188,WEY,0.0,2024-03-16,2.0
202403168901193,WEY,-1.0,2024-03-16,0.0
202403168901198,WEY,0.0,2024-03-16,0.0
202403168901204,WEY,-1.0,2024-03-16,0.0
202403168901212,WEY,0.0,2024-03-16,-2.0
202403168901229,WEY,-1.0,2024-03-16,-3.0
202403168901231,WEY,-1.0,2024-03-16,-2.0
202403217622346,WEY,-1.0,2024-03-21,-1.0
202403218901078,WEY,0.0,2024-03-21,-1.0
202403218901080,WEY,-1.0,2024-03-21,2.0
202403218901083,WEY,0.0,2024-03-21,12.0
202403218901086,WEY,0.0,2024-03-21,0.0
202403218901090,WEY,0.0,2024-03-21,3.0
202403218901095,WEY,0.0,2024-03-21,1.0
202403218901099,WEY,-1.0,2024-03-21,3.0
202403218901104,WEY,-1.0,2024-03-21,-3.0
202403218901108,WEY,0.0,2024-03-21,6.0
202403218901113,WEY,0.0,2024-03-21,-1.0
202403218901118,WEY,0.0,2024-03-21,-1.0
202403218901123,WEY,0.0,2024-03-21,-1.0
202403218901132,WEY,4.0,2024-03-21,5.0
202403218901147,WEY,-1.0,2024-03-21,8.0
202403218901152,WEY,2.0,2024-03-21,1.0
202403218901157,WEY,0.0,2024-03-21,1.0
202403218901162,WEY,0.0,2024-03-21,6.0
202403218901167,WEY,-1.0,2024-03-21,0.0
202403218901172,WEY,-1.0,2024-03-21,2.0
202403218901182,WEY,-1.0,2024-03-21,0.0
202403218901187,WEY,-1.0,2024-03-21,4.0
202403218901192,WEY,-1.0,2024-03-21,-1.0
202403218901197,WEY,-1.0,2024-03-21,-3.0
202403218901203,WEY,-1.0,2024-03-21,2.0
202403218901211,WEY,-1.0,2024-03-21,-1.0
202403227622346,WEY,0.0,2024-03-22,-2.0
202403228901078,WEY,-1.0,2024-03-22,1.0
202403228901080,WEY,0.0,2024-03-22,-3.0
202403228901083,WEY,-1.0,2024-03-22,-6.0
202403228901086,WEY,0.0,2024-03-22,2.0
202403228901090,WEY,-1.0,2024-03-22,-2.0
202403228901095,WEY,0.0,2024-03-22,-5.0
202403228901099,WEY,-1.0,2024-03-22,-1.0
202403228901104,WEY,0.0,2024-03-22,-4.0
202403228901108,WEY,0.0,2024-03-22,-2.0
202403228901113,WEY,-1.0,2024-03-22,2.0
202403228901118,WEY,-1.0,2024-03-22,-3.0
202403228901123,WEY,0.0,2024-03-22,-4.0
202403228901131,WEY,0.0,2024-03-22,3.0
202403228901147,WEY,0.0,2024-03-22,8.0
202403228901152,WEY,-1.0,2024-03-22,0.0
202403228901157,WEY,0.0,2024-03-22,1.0
202403228901162,WEY,-1.0,2024-03-22,5.0
202403228901167,WEY,-1.0,2024-03-22,-2.0
202403228901172,WEY,-1.0,2024-03-22,-4.0
202403228901182,WEY,-1.0,2024-03-22,4.0
202403228901187,WEY,-1.0,2024-03-22,1.0
202403228901192,WEY,-1.0,2024-03-22,-2.0
202403228901197,WEY,-1.0,2024-03-22,-3.0
202403228901202,WEY,-1.0,2024-03-22,0.0
202403228901210,WEY,-1.0,2024-03-22,-4.0
202403257622346,WEY,1.0,2024-03-25,-1.0
202403258901078,WEY,-1.0,2024-03-25,12.0
202403258901080,WEY,0.0,2024-03-25,1.0
202403258901083,WEY,3.0,2024-03-25,8.0
202403258901086,WEY,-1.0,2024-03-25,-1.0
202403258901090,WEY,0.0,2024-03-25,0.0
202403258901095,WEY,-1.0,2024-03-25,1.0
202403258901099,WEY,0.0,2024-03-25,-1.0
202403258901104,WEY,0.0,2024-03-25,-3.0
202403258901108,WEY,-3.0,2024-03-25,7.0
202403258901113,WEY,1.0,2024-03-25,4.0
202403258901118,WEY,0.0,2024-03-25,-1.0
202403258901123,WEY,0.0,2024-03-25,-3.0
202403258901132,WEY,0.0,2024-03-25,3.0
202403258901147,WEY,-1.0,2024-03-25,13.0
202403258901152,WEY,-1.0,2024-03-25,0.0
202403258901157,WEY,-1.0,2024-03-25,0.0
202403258901162,WEY,-1.0,2024-03-25,-1.0
202403258901167,WEY,-1.0,2024-03-25,1.0
202403258901172,WEY,-1.0,2024-03-25,-2.0
202403258901182,WEY,-1.0,2024-03-25,2.0
202403258901187,WEY,0.0,2024-03-25,0.0
202403258901192,WEY,-1.0,2024-03-25,16.0
202403258901197,WEY,-1.0,2024-03-25,-3.0
202403258901203,WEY,-1.0,2024-03-25,0.0
202403258901211,WEY,-1.0,2024-03-25,-1.0
202403267622346,WEY,-1.0,2024-03-26,10.0
202403268901078,WEY,0.0,2024-03-26,11.0
202403268901080,WEY,-1.0,2024-03-26,1.0
202403268901083,WEY,0.0,2024-03-26,-2.0
202403268901086,WEY,-1.0,2024-03-26,-1.0
202403268901090,WEY,-1.0,2024-03-26,0.0
202403268901095,WEY,0.0,2024-03-26,1.0
202403268901099,WEY,0.0,2024-03-26,0.0
202403268901104,WEY,0.0,2024-03-26,3.0
202403268901108,WEY,0.0,2024-03-26,16.0
202403268901113,WEY,0.0,2024-03-26,8.0
202403268901118,WEY,7.0,2024-03-26,28.0
202403268901123,WEY,0.0,2024-03-26,7.0
202403268901132,WEY,2.0,2024-03-26,18.0
202403268901147,WEY,-1.0,2024-03-26,1.0
202403268901152,WEY,-1.0,2024-03-26,3.0
202403268901157,WEY,-1.0,2024-03-26,1.0
202403268901162,WEY,0.0,2024-03-26,4.0
202403268901167,WEY,-1.0,2024-03-26,4.0
202403268901172,WEY,-1.0,2024-03-26,3.0
202403268901182,WEY,-1.0,2024-03-26,3.0
202403268901187,WEY,-1.0,2024-03-26,18.0
202403268901192,WEY,1.0,2024-03-26,20.0
